Time,Etalon,Fcn1 (0.0054 -> 0.0081),Fcn1 (0.0054 -> 0.0102),Fcn17 (0.027 -> 0.0405),Fcn17 (0.027 -> 0.054),Fcn7 (0.025 -> 0.0375),Fcn7 (0.025 -> 0.05),Fcn9 (0.45 -> 0.625),Fcn9 (0.45 -> 0.90),Fcn11 (0.015 -> 0.0225),Fcn11 (0.015 -> 0.030),Fcn14 (0.306 -> 0.459),Fcn14 (0.306 -> 0.612)
0.692,50.36575087,50.54768401,50.67457385,50.36573956,50.36542331,53.36938001,56.56013058,58.29125704,53.48899395,49.07595648,47.71606464,32.25730884,27.18670632
0.694,50.24381114,50.42595875,50.55301309,50.24380038,50.24349549,53.23412075,56.41074289,58.26687498,53.57965505,48.96241929,47.61138664,32.10845992,26.98184295
0.696,50.1217515,50.30410597,50.43131936,50.12174126,50.12144733,53.09880064,56.26135617,58.2415164,53.66875079,48.84870745,47.50647629,31.9602963,26.77816311
0.698,49.9995768,50.1821306,50.30949761,49.99956705,49.99928369,52.96342424,56.11197475,58.21519131,53.75629352,48.73482616,47.40133914,31.81281484,26.57566066
0.7,49.87729181,50.06003749,50.18755277,49.87728253,49.87700935,52.82799609,55.96260292,58.18790961,53.84229551,48.62078056,47.29598072,31.6660124,26.37432948
0.702,49.75490127,49.93783146,50.06548971,49.75489244,49.75462908,52.69252067,55.81324491,58.15968114,53.92676897,48.50657574,47.19040648,31.51988586,26.17416348
0.704,49.63240987,49.81551728,49.94331324,49.63240147,49.63214758,52.55700239,55.66390491,58.13051566,54.009726,48.39221673,47.08462183,31.37443213,25.9751566
0.706,49.50982226,49.69309964,49.82102813,49.50981426,49.50956951,52.42144566,55.51458706,58.10042286,54.09117862,48.27770852,46.97863212,31.22964809,25.77730283
0.708,49.38714302,49.57058323,49.6986391,49.3871354,49.38689946,52.2858548,55.36529547,58.06941234,54.17113877,48.16305605,46.87244265,31.08553069,25.58059616
0.71,49.26437669,49.44797267,49.57615082,49.26436945,49.26414199,52.1502341,55.21603416,58.03749365,54.24961831,48.0482642,46.76605868,30.94207685,25.38503063
0.712,49.14152779,49.32527251,49.45356791,49.14152089,49.14130162,52.01458782,55.06680716,58.00467624,54.32662902,47.93333783,46.6594854,30.79928353,25.19060029
0.714,49.01860075,49.20248729,49.33089495,49.01859418,49.0183828,51.87892014,54.91761841,57.97096951,54.40218259,47.8182817,46.55272796,30.65714768,24.99729925
0.716,48.89559998,49.07962147,49.20813647,48.89559373,48.89538996,51.74323522,54.76847182,57.93638277,54.47629063,47.70310058,46.44579145,30.5156663,24.80512162
0.718,48.77252984,48.9566795,49.08529694,48.77252389,48.77232745,51.60753718,54.61937127,57.90092528,54.54896468,47.58779914,46.33868092,30.37483638,24.61406156
0.72,48.64939465,48.83366575,48.96238079,48.64938898,48.64919962,51.47183006,54.47032057,57.8646062,54.62021619,47.47238203,46.23140136,30.23465491,24.42411323
0.722,48.52619866,48.71058456,48.83939243,48.52619327,48.52601073,51.33611791,54.3213235,57.82743464,54.69005653,47.35685385,46.12395772,30.09511892,24.23527085
0.724,48.40294611,48.58744023,48.71633618,48.40294098,48.40276501,51.20040468,54.17238381,57.78941963,54.75849701,47.24121916,46.01635489,29.95622544,24.04752865
0.726,48.27964118,48.464237,48.59321635,48.27963629,48.27946666,51.06469431,54.02350517,57.75057014,54.82554883,47.12548245,45.90859772,29.81797153,23.8608809
0.728,48.15628798,48.34097907,48.47003719,48.15628334,48.15611981,50.9289907,53.87469125,57.71089506,54.89122314,47.00964818,45.80069101,29.68035424,23.67532189
0.73,48.03289063,48.2176706,48.3468029,48.03288621,48.03272857,50.79329769,53.72594564,57.67040321,54.95553099,46.89372076,45.69263951,29.54337065,23.49084594
0.732,47.90945316,48.0943157,48.22351764,47.90944895,47.90929699,50.65761908,53.57727191,57.62910335,55.01848338,46.77770457,45.58444792,29.40701784,23.3074474
0.734,47.78597958,47.97091846,48.10018553,47.78597557,47.78582909,50.52195863,53.42867359,57.58700417,55.08009122,46.66160392,45.4761209,29.27129292,23.12512064
0.736,47.66247385,47.84748288,47.97681066,47.66247004,47.66232883,50.38632008,53.28015416,57.54411429,55.14036533,46.54542309,45.36766306,29.136193,22.94386006
0.738,47.53893989,47.72401296,47.85339704,47.53893626,47.53880014,50.2507071,53.13171706,57.50044226,55.19931648,46.4291663,45.25907895,29.0017152,22.76366011
0.74,47.41538157,47.60051265,47.72994867,47.41537812,47.41524691,50.11512332,52.98336569,57.45599657,55.25695534,46.31283776,45.15037309,28.86785668,22.58451523
0.742,47.29180274,47.47698583,47.60646949,47.29179945,47.29167297,49.97957234,52.83510342,57.41078564,55.31329253,46.19644159,45.04154996,28.73461458,22.40641991
0.744,47.16820718,47.35343638,47.48296341,47.16820405,47.16808213,49.84405773,52.68693355,57.36481783,55.36833859,46.07998191,44.93261398,28.60198608,22.22936867
0.746,47.04459865,47.22986809,47.35943429,47.04459567,47.04447815,49.708583,52.53885939,57.31810142,55.42210397,45.96346278,44.82356952,28.46996834,22.05335605
0.748,46.92098087,47.10628476,47.23588595,46.92097803,46.92086475,49.57315163,52.39088416,57.27064464,55.47459907,45.84688819,44.71442093,28.33855857,21.87837661
0.75,46.7973575,46.98269011,47.11232217,46.79735479,46.7972456,49.43776706,52.24301107,57.22245565,55.52583421,45.73026214,44.60517249,28.20775397,21.70442495
0.752,46.67373217,46.85908784,46.98874668,46.6737296,46.67362434,49.30243268,52.09524329,57.17354255,55.57581962,45.61358856,44.49582845,28.07755176,21.53149569
0.754,46.55010848,46.73548161,46.86516319,46.55010604,46.55000457,49.16715187,51.94758395,57.12391338,55.62456549,45.49687132,44.38639301,27.94794917,21.35958347
0.756,46.42648999,46.61187502,46.74157535,46.42648766,46.42638986,49.03192794,51.80003614,57.0735761,55.67208192,45.38011428,44.27687033,27.81894345,21.18868298
0.758,46.30288021,46.48827165,46.61798679,46.30287799,46.30278372,48.89676419,51.6526029,57.02253861,55.71837894,45.26332125,44.16726454,27.69053185,21.0187889
0.76,46.17928261,46.36467504,46.49440107,46.1792805,46.17918962,48.76166385,51.50528727,56.97080878,55.76346652,45.146496,44.05757969,27.56271164,20.84989596
0.762,46.05570063,46.24108868,46.37082173,46.05569862,46.05561102,48.62663014,51.3580922,56.91839438,55.80735454,45.02964225,43.94781983,27.4354801,20.68199893
0.764,45.93213767,46.11751604,46.24725229,45.93213576,45.93205132,48.49166623,51.21102066,56.86530314,55.85005284,44.91276368,43.83798895,27.30883454,20.51509257
0.766,45.80859709,45.99396053,46.1236962,45.80859527,45.80851389,48.35677525,51.06407554,56.81154271,55.89157118,44.79586396,43.72809098,27.18277224,20.34917169
0.768,45.68508222,45.87042554,46.00015688,45.68508049,45.68500204,48.22196032,50.91725972,56.75712071,55.93191923,44.67894668,43.61812985,27.05729055,20.18423111
0.77,45.56159635,45.74691441,45.87663772,45.5615947,45.56151909,48.0872245,50.77057603,56.70204466,55.97110663,44.56201541,43.50810942,26.93238677,20.02026571
0.772,45.43814272,45.62343044,45.75314207,45.43814115,45.43806827,47.9525708,50.62402728,56.64632207,56.00914292,44.44507369,43.39803351,26.80805827,19.85727034
0.774,45.31472456,45.49997692,45.62967323,45.31472306,45.31465281,47.81800223,50.47761622,56.58996035,56.0460376,44.328125,43.28790591,26.6843024,19.69523992
0.776,45.19134503,45.37655706,45.50623449,45.19134361,45.19127589,47.68352175,50.3313456,56.53296686,56.08180008,44.21117281,43.17773037,26.56111651,19.53416939
0.778,45.06800728,45.25317408,45.38282908,45.06800593,45.06794066,47.54913227,50.18521811,56.47534892,56.11643973,44.09422053,43.06751058,26.43849801,19.37405369
0.78,44.94471442,45.12983113,45.25946021,44.94471313,44.94465022,47.41483669,50.03923641,56.41711377,56.14996582,43.97727153,42.95725023,26.31644427,19.2148878
0.782,44.82146952,45.00653134,45.13613103,44.8214683,44.82140765,47.28063786,49.89340314,56.3582686,56.18238759,43.86032917,42.84695293,26.19495269,19.05666674
0.784,44.69827562,44.8832778,45.01284467,44.69827445,44.698216,47.1465386,49.74772088,56.29882056,56.2137142,43.74339675,42.73662228,26.07402071,18.89938554
0.786,44.57513572,44.76007356,44.88960424,44.57513461,44.57507826,47.0125417,49.60219222,56.23877671,56.24395474,43.62647753,42.62626184,25.95364574,18.74303924
0.788,44.45205278,44.63692165,44.76641279,44.45205172,44.45199742,46.87864991,49.45681967,56.17814409,56.27311825,43.50957475,42.5158751,25.83382523,18.58762293
0.79,44.32902974,44.51382506,44.64327334,44.32902873,44.32897639,46.74486595,49.31160573,56.11692965,56.30121369,43.39269162,42.40546555,25.71455662,18.43313171
0.792,44.2060695,44.39078672,44.52018888,44.20606855,44.20601809,46.61119251,49.16655288,56.05514031,56.32824998,43.27583128,42.29503663,25.59583738,18.27956071
0.794,44.08317493,44.26780957,44.39716237,44.08317402,44.08312539,46.47763225,49.02166355,55.99278292,56.35423596,43.15899687,42.18459174,25.47766498,18.12690508
0.796,43.96034886,44.14489649,44.27419673,43.96034799,43.96030112,46.34418778,48.87694014,55.92986429,56.37918041,43.04219148,42.07413425,25.36003691,17.97516
0.798,43.83759409,44.02205033,44.15129485,43.83759326,43.83754809,46.21086169,48.73238503,55.86639116,56.40309205,42.92541817,41.96366748,25.24295067,17.82432066
0.8,43.71491339,43.8992739,44.02845958,43.7149126,43.71486906,46.07765656,48.58800056,55.80237023,56.42597954,42.80867996,41.85319472,25.12640377,17.6743823
0.802,43.59230949,43.77657,43.90569374,43.59230874,43.59226677,45.9445749,48.44378904,55.73780814,56.44785149,42.69197984,41.74271924,25.01039373,17.52534015
0.804,43.4697851,43.65394137,43.78300012,43.46978438,43.46974393,45.81161921,48.29975274,55.67271147,56.46871643,42.57532077,41.63224425,24.89491808,17.3771895
0.806,43.34734288,43.53139074,43.66038149,43.3473422,43.34730321,45.67879195,48.15589393,55.60708676,56.48858284,42.45870566,41.52177295,24.77997436,17.22992563
0.808,43.22498548,43.40892079,43.53784055,43.22498484,43.22494726,45.54609557,48.01221482,55.54094049,56.50745914,42.34213741,41.41130847,24.66556013,17.08354386
0.81,43.10271551,43.28653419,43.41538,43.1027149,43.10267868,45.41353246,47.8687176,55.47427909,56.5253537,42.22561888,41.30085395,24.55167296,16.93803953
0.812,42.98053555,43.16423355,43.29300251,42.98053496,42.98050005,45.281105,47.72540444,55.40710893,56.5422748,42.10915288,41.19041245,24.43831042,16.79340802
0.814,42.85844813,43.04202147,43.1707107,42.85844758,42.85841393,45.14881553,47.58227746,55.33943635,56.55823071,41.9927422,41.07998703,24.3254701,16.64964469
0.816,42.73645579,42.91990052,43.04850717,42.73645526,42.73642282,45.01666637,47.43933878,55.27126763,56.57322959,41.87638961,40.96958071,24.21314959,16.50674497
0.818,42.61456099,42.79787323,42.92639448,42.61456049,42.61452923,44.88465981,47.29659046,55.20260898,56.58727959,41.76009784,40.85919646,24.10134652,16.36470428
0.82,42.49276621,42.6759421,42.80437517,42.49276573,42.4927356,44.75279809,47.15403457,55.13346658,56.60038877,41.64386957,40.74883724,23.9900585,16.22351809
0.822,42.37107386,42.5541096,42.68245175,42.37107341,42.37104437,44.62108346,47.0116731,55.06384657,56.61256515,41.52770747,40.63850595,23.87928317,16.08318187
0.824,42.24948635,42.43237818,42.56062669,42.24948591,42.24945792,44.4895181,46.86950807,54.993755,56.62381668,41.41161418,40.52820549,23.76901816,15.94369111
0.826,42.12800603,42.31075025,42.43890244,42.12800562,42.12797864,44.35810419,46.72754142,54.92319793,56.63415127,41.2955923,40.41793869,23.65926113,15.80504135
0.828,42.00663526,42.18922819,42.3172814,42.00663487,42.00660887,44.22684387,46.58577511,54.85218131,56.64357676,41.1796444,40.30770838,23.55000974,15.66722813
0.83,41.88537634,42.06781436,42.19576598,41.88537596,41.8853509,44.09573926,46.44421103,54.78071109,56.65210095,41.06377302,40.19751734,23.44126168,15.53024701
0.832,41.76423155,41.94651108,42.07435852,41.76423119,41.76420704,43.96479244,46.30285107,54.70879314,56.65973157,40.94798067,40.08736834,23.33301463,15.39409359
0.834,41.64320314,41.82532065,41.95306136,41.6432028,41.64317952,43.83400547,46.16169709,54.6364333,56.66647629,40.83226984,39.97726408,23.22526628,15.25876347
0.836,41.52229335,41.70424533,41.83187679,41.52229302,41.52227059,43.70338039,46.02075092,54.56363736,56.67234276,40.71664298,39.86720727,23.11801434,15.12425228
0.838,41.40150436,41.58328738,41.71080709,41.40150405,41.40148243,43.5729192,45.88001436,54.49041106,56.67733853,40.60110251,39.75720057,23.01125652,14.99055569
0.84,41.28083835,41.462449,41.58985449,41.28083806,41.28081722,43.44262388,45.73948919,54.41676009,56.68147114,40.48565083,39.6472466,22.90499057,14.85766937
0.842,41.16029747,41.34173238,41.46902122,41.16029719,41.1602771,43.31249638,45.59917716,54.3426901,56.68474805,40.3702903,39.53734797,22.79921421,14.72558901
0.844,41.03988382,41.22113967,41.34830946,41.03988355,41.03986419,43.18253864,45.45908001,54.26820668,56.68717667,40.25502326,39.42750724,22.6939252,14.59431034
0.846,40.9195995,41.10067301,41.22772137,40.91959924,40.91958058,43.05275254,45.31919943,54.19331541,56.68876437,40.13985202,39.31772697,22.58912129,14.46382909
0.848,40.79944657,40.9803345,41.10725909,40.79944633,40.79942834,42.92313997,45.1795371,54.11802178,56.68951845,40.02477886,39.20800965,22.48480025,14.33414103
0.85,40.67942706,40.86012622,40.98692472,40.67942683,40.6794095,42.79370278,45.04009467,54.04233126,56.68944618,39.90980603,39.09835778,22.38095987,14.20524193
0.852,40.55954299,40.74005021,40.86672034,40.55954277,40.55952607,42.66444278,44.90087377,53.96624927,56.68855476,39.79493577,38.9887738,22.27759793,14.07712761
0.854,40.43979634,40.62010851,40.74664801,40.43979614,40.43978004,42.53536179,44.76187601,53.88978119,56.68685134,39.68017025,38.87926014,22.17471223,13.94979389
0.856,40.32018908,40.50030311,40.62670975,40.32018888,40.32017336,42.40646157,44.62310297,53.81293236,56.68434303,39.56551167,38.76981919,22.07230059,13.82323661
0.858,40.20072312,40.38063598,40.50690756,40.20072293,40.20070798,42.27774387,44.4845562,53.73570805,56.68103689,39.45096217,38.66045333,21.97036083,13.69745163
0.86,40.08140039,40.26110907,40.38724341,40.08140021,40.08138579,42.14921042,44.34623723,53.65811352,56.67693992,39.33652385,38.55116489,21.86889077,13.57243485
0.862,39.96222276,40.1417243,40.26771927,39.96222259,39.9622087,42.02086292,44.20814758,53.58015397,56.67205908,39.22219882,38.44195619,21.76788825,13.44818217
0.864,39.84319209,40.02248357,40.14833704,39.84319193,39.84317854,41.89270305,44.07028873,53.50183455,56.66640127,39.10798914,38.3328295,21.66735114,13.32468952
0.866,39.72431022,39.90338875,40.02909864,39.72431007,39.72429716,41.76473245,43.93266214,53.42316038,56.65997335,38.99389685,38.22378709,21.56727727,13.20195285
0.868,39.60557896,39.78444169,39.91000593,39.60557881,39.60556637,41.63695277,43.79526925,53.34413654,56.65278212,38.87992396,38.11483119,21.46766453,13.07996812
0.87,39.48700008,39.66564421,39.79106076,39.48699994,39.48698796,41.50936561,43.65811149,53.26476807,56.64483435,38.76607246,38.005964,21.3685108,12.95873132
0.872,39.36857536,39.54699811,39.67226497,39.36857523,39.36856368,41.38197254,43.52119024,53.18505994,56.63613675,38.65234433,37.89718769,21.26981397,12.83823846
0.874,39.25030654,39.42850517,39.55362034,39.25030641,39.25029528,41.25477514,43.38450689,53.10501711,56.62669599,38.53874148,37.78850441,21.17157192,12.71848557
0.876,39.13219531,39.31016713,39.43512866,39.13219519,39.13218446,41.12777494,43.24806278,53.02464449,56.61651867,38.42526584,37.67991629,21.07378258,12.59946869
0.878,39.01424339,39.19198572,39.31679167,39.01424327,39.01423293,41.00097345,43.11185924,52.94394695,56.60561138,38.3119193,37.57142544,20.97644387,12.4811839
0.88,38.89645242,39.07396265,39.19861112,38.89645231,38.89644235,40.87437217,42.97589759,52.86292932,56.59398062,38.19870373,37.46303391,20.8795537,12.36362727
0.882,38.77882407,38.95609959,39.0805887,38.77882397,38.77881436,40.74797257,42.8401791,52.78159638,56.58163289,38.08562095,37.35474375,20.78311001,12.24679492
0.884,38.66135995,38.8383982,38.9627261,38.66135985,38.66135059,40.6217761,42.70470504,52.69995288,56.56857461,37.9726728,37.24655699,20.68711076,12.13068298
0.886,38.54406166,38.72086013,38.84502498,38.54406157,38.54405265,40.49578419,42.56947667,52.61800353,56.55481216,37.85986105,37.13847563,20.5915539,12.01528758
0.888,38.42693078,38.60348698,38.72748697,38.42693069,38.42692209,40.36999824,42.4344952,52.53575299,56.54035189,37.74718749,37.03050163,20.4964374,11.90060489
0.89,38.30996887,38.48628033,38.61011369,38.30996879,38.3099605,40.24441963,42.29976184,52.45320591,56.52520009,37.63465386,36.92263694,20.40175923,11.7866311
0.892,38.19317746,38.36924177,38.49290673,38.19317738,38.19316939,40.11904974,42.16527777,52.37036686,56.509363,37.52226188,36.81488349,20.30751737,11.67336241
0.894,38.07655806,38.25237283,38.37586766,38.07655798,38.07655028,39.9938899,42.03104416,52.2872404,56.49284684,37.41001324,36.70724317,20.21370982,11.56079504
0.896,37.96011216,38.13567503,38.25899803,37.96011208,37.96010466,39.86894144,41.89706214,52.20383105,56.47565776,37.29790964,36.59971786,20.12033458,11.44892522
0.898,37.84384123,38.01914989,38.14229936,37.84384116,37.84383401,39.74420565,41.76333285,52.12014329,56.45780188,37.18595272,36.4923094,20.02738966,11.33774923
0.9,37.72774672,37.90279888,38.02577317,37.72774665,37.72773976,39.61968382,41.62985738,52.03618155,56.43928527,37.07414412,36.38501963,19.93487309,11.22726334
0.902,37.61183006,37.78662346,37.90942092,37.61183,37.61182335,39.49537721,41.49663682,51.95195023,56.42011396,36.96248544,36.27785035,19.84278289,11.11746384
0.904,37.49609265,37.67062507,37.79324409,37.49609259,37.49608619,39.37128706,41.36367224,51.8674537,56.40029394,36.85097827,36.17080333,19.75111711,11.00834705
0.906,37.38053589,37.55480513,37.67724411,37.38053583,37.38052966,39.24741459,41.23096469,51.78269629,56.37983115,36.73962419,36.06388034,19.65987378,10.89990931
0.908,37.26516112,37.43916503,37.5614224,37.26516107,37.26515512,39.123761,41.09851518,51.6976823,56.35873149,36.62842474,35.95708311,19.56905098,10.79214696
0.91,37.14996971,37.32370616,37.44578037,37.14996966,37.14996393,39.00032748,40.96632473,51.61241596,56.33700082,36.51738143,35.85041335,19.47864676,10.68505637
0.912,37.03496298,37.20842986,37.33031939,37.03496293,37.03495741,38.87711518,40.83439433,51.52690151,56.31464495,36.40649578,35.74387275,19.3886592,10.57863395
0.914,36.92014223,37.09333748,37.21504082,36.92014219,36.92013686,38.75412526,40.70272495,51.44114313,56.29166967,36.29576927,35.63746299,19.29908639,10.47287608
0.916,36.80550875,36.97843033,37.099946,36.80550871,36.80550358,38.63135883,40.57131755,51.35514497,56.26808071,36.18520335,35.53118569,19.20992641,10.3677792
0.918,36.69106381,36.86370971,36.98503625,36.69106376,36.69105882,38.508817,40.44017306,51.26891114,56.24388375,36.07479947,35.4250425,19.12117737,10.26333974
0.92,36.57680864,36.74917689,36.87031286,36.5768086,36.57680384,38.38650086,40.3092924,51.18244571,56.21908445,35.96455904,35.319035,19.03283737,10.15955418
0.922,36.46274449,36.63483314,36.75577712,36.46274445,36.46273986,38.26441148,40.17867646,51.09575274,56.19368842,35.85448347,35.21316479,18.94490455,10.05641898
0.924,36.34887256,36.52067969,36.64143028,36.34887253,36.3488681,38.14254991,40.04832614,51.00883623,56.16770123,35.74457414,35.10743341,18.85737701,9.953930636
0.926,36.23519404,36.40671777,36.52727359,36.23519401,36.23518974,38.02091718,39.9182423,50.92170015,56.14112841,35.6348324,35.00184242,18.77025291,9.852085672
0.928,36.12171011,36.29294856,36.41330827,36.12171007,36.12170597,37.89951431,39.78842578,50.83434845,56.11397545,35.52525961,34.89639332,18.68353038,9.750880614
0.93,36.00842191,36.17937326,36.29953551,36.00842188,36.00841792,37.77834229,39.65887742,50.74678503,56.08624781,35.41585706,34.79108761,18.59720758,9.650312009
0.932,35.89533058,36.06599303,36.18595651,35.89533055,35.89532674,37.65740211,39.52959803,50.65901377,56.05795089,35.30662608,34.68592677,18.51128267,9.550376423
0.934,35.78243725,35.95280902,36.07257243,35.78243722,35.78243354,37.53669472,39.40058842,50.57103851,56.02909008,35.19756794,34.58091226,18.42575381,9.451070438
0.936,35.669743,35.83982234,35.95938441,35.66974297,35.66973942,37.41622107,39.27184935,50.48286306,55.99967069,35.0886839,34.47604551,18.3406192,9.352390654
0.938,35.55724892,35.72703412,35.84639359,35.55724889,35.55724548,37.29598209,39.1433816,50.39449118,55.96969804,34.97997521,34.37132793,18.255877,9.254333689
0.94,35.44495608,35.61444543,35.73360108,35.44495605,35.44495276,37.1759787,39.01518591,50.30592663,55.93917737,34.87144309,34.26676093,18.17152543,9.156896175
0.942,35.33286551,35.50205737,35.62100796,35.33286549,35.33286232,37.05621177,38.88726302,50.21717311,55.90811391,34.76308876,34.16234588,18.08756268,9.060074763
0.944,35.22097826,35.38987097,35.50861532,35.22097824,35.22097518,36.9366822,38.75961364,50.1282343,55.87651284,34.6549134,34.05808414,18.00398696,8.963866121
0.946,35.10929533,35.27788728,35.39642421,35.10929531,35.10929236,36.81739084,38.63223848,50.03911385,55.84437931,34.54691817,33.95397704,17.92079649,8.868266934
0.948,34.99781772,35.16610733,35.28443567,34.9978177,34.99781486,36.69833854,38.50513822,49.94981537,55.81171842,34.43910424,33.8500259,17.83798951,8.773273901
0.95,34.8865464,35.05453211,35.17265073,34.88654638,34.88654365,36.57952612,38.37831353,49.86034245,55.77853524,34.33147274,33.74623203,17.75556424,8.678883741
0.952,34.77548235,34.94316261,35.06107038,34.77548233,34.77547969,36.46095441,38.25176507,49.77069863,55.74483481,34.22402478,33.6425967,17.67351894,8.585093187
0.954,34.66462649,34.83199981,34.94969563,34.66462647,34.66462393,36.34262419,38.12549347,49.68088745,55.71062212,34.11676147,33.53912119,17.59185185,8.49189899
0.956,34.55397977,34.72104466,34.83852744,34.55397975,34.5539773,36.22453624,37.99949936,49.59091238,55.67590215,34.00968389,33.43580672,17.51056123,8.399297917
0.958,34.44354309,34.61029809,34.72756677,34.44354307,34.44354071,36.10669135,37.87378335,49.5007769,55.6406798,33.9027931,33.33265453,17.42964536,8.30728675
0.96,34.33331735,34.49976103,34.61681456,34.33331734,34.33331506,35.98909024,37.74834604,49.41048443,55.60495998,33.79609016,33.22966583,17.3491025,8.215862289
0.962,34.22330344,34.38943439,34.50627173,34.22330343,34.22330123,35.87173367,37.623188,49.32003836,55.56874753,33.68957608,33.1268418,17.26893095,8.125021348
0.964,34.11350221,34.27931905,34.39593919,34.1135022,34.11350009,35.75462234,37.4983098,49.22944208,55.53204728,33.58325189,33.02418362,17.18912899,8.03476076
0.966,34.00391452,34.16941588,34.28581783,34.00391451,34.00391247,35.63775697,37.37371199,49.13869893,55.49486401,33.47711859,32.92169244,17.10969493,7.945077371
0.968,33.89454121,34.05972575,34.17590852,33.89454119,33.89453923,35.52113824,37.24939512,49.04781221,55.45720247,33.37117716,32.81936941,17.03062707,7.855968045
0.97,33.78538308,33.9502495,34.06621213,33.78538307,33.78538117,35.40476683,37.1253597,48.9567852,55.41906737,33.26542855,32.71721563,16.95192373,7.76742966
0.972,33.67644094,33.84098795,33.9567295,33.67644093,33.67643911,35.28864341,37.00160625,48.86562117,55.38046341,33.15987373,32.61523222,16.87358323,7.679459111
0.974,33.56771559,33.73194192,33.84746145,33.56771558,33.56771382,35.17276861,36.87813525,48.77432334,55.34139521,33.05451363,32.51342025,16.7956039,7.592053308
0.976,33.45920779,33.6231122,33.7384088,33.45920778,33.45920609,35.05714307,36.7549472,48.68289489,55.3018674,32.94934915,32.4117808,16.71798408,7.505209177
0.978,33.35091831,33.51449958,33.62957236,33.3509183,33.35091667,34.94176741,36.63204257,48.59133901,55.26188456,32.84438121,32.31031492,16.64072212,7.41892366
0.98,33.24284789,33.40610482,33.52095289,33.24284788,33.2428463,34.82664224,36.5094218,48.49965883,55.22145122,32.73961069,32.20902365,16.56381636,7.333193713
0.982,33.13499725,33.29792867,33.41255118,33.13499724,33.13499573,34.71176814,36.38708534,48.40785747,55.18057192,32.63503846,32.10790801,16.48726518,7.248016308
0.984,33.02736712,33.18997188,33.30436796,33.02736711,33.02736565,34.59714569,36.26503362,48.315938,55.13925111,32.53066538,32.00696899,16.41106694,7.163388432
0.986,32.9199582,33.08223516,33.196404,32.91995819,32.91995678,34.48277545,36.14326706,48.22390349,55.09749326,32.42649229,31.90620758,16.33522001,7.079307089
0.988,32.81277117,32.97471923,33.08866,32.81277116,32.8127698,34.36865798,36.02178606,48.13175697,55.05530277,32.32252001,31.80562477,16.25972279,6.995769295
0.99,32.7058067,32.86742477,32.98113667,32.7058067,32.70580539,34.25479381,35.90059101,48.03950143,55.01268404,32.21874935,31.7052215,16.18457366,6.912772083
0.992,32.59906547,32.76035248,32.87383473,32.59906546,32.5990642,34.14118346,35.7796823,47.94713986,54.9696414,32.11518112,31.60499871,16.10977101,6.830312502
0.994,32.4925481,32.65350302,32.76675484,32.49254809,32.49254688,34.02782744,35.65906028,47.85467521,54.92617918,32.01181608,31.50495732,16.03531327,6.748387613
0.996,32.38625524,32.54687703,32.65989768,32.38625523,32.38625406,33.91472626,35.53872531,47.7621104,54.88230167,31.90865502,31.40509826,15.96119883,6.666994495
0.998,32.28018751,32.44047517,32.5532639,32.2801875,32.28018637,33.80188039,35.41867773,47.66944832,54.83801312,31.80569867,31.3054224,15.88742612,6.586130239
1,32.1743455,32.33429806,32.44685414,32.17434549,32.17434441,33.68929032,35.29891788,47.57669185,54.79331775,31.70294779,31.20593063,15.81399357,6.505791951
1.002,32.06872982,32.22834631,32.34066903,32.06872981,32.06872876,33.57695649,35.17944607,47.48384383,54.74821977,31.60040309,31.10662382,15.74089961,6.425976755
1.004,31.96334104,32.12262052,32.23470919,31.96334103,31.96334002,33.46487935,35.0602626,47.39090709,54.70272333,31.49806529,31.00750281,15.66814269,6.346681785
1.006,31.85817972,32.01712127,32.12897521,31.85817972,31.85817875,33.35305934,34.94136778,47.29788441,54.65683256,31.39593508,30.90856843,15.59572125,6.267904192
1.008,31.75324644,31.91184915,32.02346768,31.75324643,31.75324549,33.24149689,34.82276188,47.20477856,54.61055157,31.29401314,30.80982152,15.52363375,6.189641141
1.01,31.64854171,31.80680471,31.91818719,31.64854171,31.6485408,33.13019239,34.70444518,47.11159229,54.56388444,31.19230016,30.71126286,15.45187865,6.111889812
1.012,31.54406608,31.70198851,31.81313428,31.54406608,31.54406521,33.01914626,34.58641793,47.01832832,54.51683519,31.09079677,30.61289326,15.38045443,6.034647397
1.014,31.43982006,31.59740107,31.70830952,31.43982006,31.43981922,32.90835888,34.46868038,46.92498934,54.46940785,30.98950364,30.51471349,15.30935956,5.957911105
1.016,31.33580416,31.49304291,31.60371343,31.33580415,31.33580334,32.79783061,34.35123278,46.83157802,54.42160639,30.88842138,30.41672432,15.23859253,5.881678157
1.018,31.23201886,31.38891457,31.49934655,31.23201885,31.23201807,32.68756184,34.23407534,46.73809701,54.37343477,30.78755061,30.31892649,15.16815183,5.805945789
1.02,31.12846464,31.28501652,31.39520937,31.12846464,31.12846389,32.5775529,34.1172083,46.64454892,54.32489692,30.68689195,30.22132074,15.09803595,5.730711251
1.022,31.02514198,31.18134925,31.29130242,31.02514198,31.02514126,32.46780414,34.00063184,46.55093635,54.27599673,30.58644597,30.12390779,15.02824341,5.655971808
1.024,30.92205133,31.07791325,31.18762617,30.92205133,30.92205063,32.35831588,33.88434616,46.45726188,54.22673807,30.48621327,30.02668835,14.95877271,5.581724736
1.026,30.81919314,30.97470897,31.08418109,30.81919314,30.81919247,32.24908846,33.76835146,46.36352806,54.17712477,30.3861944,29.92966312,14.88962237,5.507967327
